simulation_id,scenario_id,scenario_family,replicate_id,seed,dimension,sample_budget,effect_size,alpha,kernel,bandwidth,stopping_rule,multiplicity_rule,representation_count,model_count,reference_reuse,decision,stopping_time,coverage,false_positive,false_negative,runtime_seconds,true_mean,confidence_width,synthetic_validation_only,not_real_generator_evidence,not_empirical_paper_evidence,claim_allowed
361455708576802b579b,multiplicity,multiplicity,0,1763437989,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.00040495803114026785,0.0,0.18209213411654696,True,True,True,False
a3995ac49b07b8f8f0a0,multiplicity,multiplicity,1,3281081984,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.00040437502320855856,0.0,0.18209213411654696,True,True,True,False
fff3061e786ccd69a89e,multiplicity,multiplicity,2,780284512,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.0004040839849039912,0.0,0.18209213411654696,True,True,True,False
eebd68d00e6276603e41,multiplicity,multiplicity,3,717257898,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.0004042079672217369,0.0,0.18209213411654696,True,True,True,False
4ed87b7341fdf0cf2f3f,multiplicity,multiplicity,4,4074064532,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.0004016669699922204,0.0,0.18209213411654696,True,True,True,False
193b2ded0bd47a38374a,multiplicity,multiplicity,5,2336795876,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.00040095800068229437,0.0,0.18209213411654696,True,True,True,False
33b21f600342d4bf96f2,multiplicity,multiplicity,6,394105932,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.0004030829877592623,0.0,0.18209213411654696,True,True,True,False
6c1c8b2ef424e27c8a3c,multiplicity,multiplicity,7,3258901136,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.0004015419981442392,0.0,0.18209213411654696,True,True,True,False
b7d8e351c95da6939d59,multiplicity,multiplicity,8,853733757,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.00040054204873740673,0.0,0.18209213411654696,True,True,True,False
b90cdc2a74687b2aefbb,multiplicity,multiplicity,9,2044185984,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.0004017089959233999,0.0,0.18209213411654696,True,True,True,False
fa7c384a25fc3c5cda4c,multiplicity,multiplicity,10,2541650758,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.0004015839658677578,0.0,0.18209213411654696,True,True,True,False
0aa78ca1ac78288d2998,multiplicity,multiplicity,11,4020467993,16,5000,0.0,0.05,rbf,median,anytime,bonferroni,3,10,False,UNRESOLVED,5000,True,False,False,0.0004005419905297458,0.0,0.18209213411654696,True,True,True,False
