simulation_id,scenario_id,scenario_family,replicate_id,seed,dimension,sample_budget,effect_size,alpha,kernel,bandwidth,stopping_rule,multiplicity_rule,representation_count,model_count,reference_reuse,decision,stopping_time,coverage,false_positive,false_negative,runtime_seconds,true_mean,confidence_width,synthetic_validation_only,not_real_generator_evidence,not_empirical_paper_evidence,claim_allowed
4d2e91d82017fe2ec8ca,representation,representation_disagreement,0,3899218738,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00020704203052446246,0.4,0.7200353639175696,True,True,True,False
5a21c62011a7d7cb9a3c,representation,representation_disagreement,1,2252658799,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.00020987499738112092,0.4,0.6989114228795754,True,True,True,False
36a75368ee3bf91beee1,representation,representation_disagreement,2,430121754,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,272,True,False,False,0.0002085419837385416,0.4,0.6620856821127257,True,True,True,False
dcb56762f9b534057811,representation,representation_disagreement,3,2409627186,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00020641600713133812,0.4,0.6796858875495522,True,True,True,False
2752444c004f5906bcf4,representation,representation_disagreement,4,3744857026,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,288,True,False,False,0.00020812498405575752,0.4,0.6458901399180805,True,True,True,False
7a5c04264f9d039ad816,representation,representation_disagreement,5,3255828861,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00020524999126791954,0.4,0.7200353639175696,True,True,True,False
b201c4a894f154b1d77e,representation,representation_disagreement,6,4220535357,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00020662497263401747,0.4,0.6796858875495522,True,True,True,False
187cb2132ecd24cfa341,representation,representation_disagreement,7,2390719258,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.0002049999893642962,0.4,0.7200353639175696,True,True,True,False
03474bd15d7b2ec3764c,representation,representation_disagreement,8,1729757433,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00020520802354440093,0.4,0.7200353639175696,True,True,True,False
746348af866af97aaf8e,representation,representation_disagreement,9,2430386899,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,272,True,False,False,0.00020637502893805504,0.4,0.6620856821127257,True,True,True,False
fbf16749736951815c7c,representation,representation_disagreement,10,4021737924,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.0002050410257652402,0.4,0.6989114228795754,True,True,True,False
67e7b598a9789ceba4bb,representation,representation_disagreement,11,2898869034,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00020658300491049886,0.4,0.6796858875495522,True,True,True,False
baf9c4a19158610fdd05,representation,representation_disagreement,12,2235695983,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,208,True,False,False,0.00020462501561269164,0.4,0.7434004973451923,True,True,True,False
73c06075c306bbe9876a,representation,representation_disagreement,13,1565302435,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,288,True,False,False,0.00020762503845617175,0.4,0.6458901399180805,True,True,True,False
1f1665a87415dc3643dc,representation,representation_disagreement,14,2883942513,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.0003367920289747417,0.4,0.6989114228795754,True,True,True,False
2c2a9224ba106b6c69c9,representation,representation_disagreement,15,621512212,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.0002674999996088445,0.4,0.7200353639175696,True,True,True,False
b824c3562de67f66fdc7,representation,representation_disagreement,16,3299484152,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,288,True,False,False,0.00024812499759718776,0.4,0.6458901399180805,True,True,True,False
ffce33bbd2574c950373,representation,representation_disagreement,17,99798458,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00024087500059977174,0.4,0.7200353639175696,True,True,True,False
1c0ea912c9b5fec5be6e,representation,representation_disagreement,18,714463174,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,272,True,False,False,0.00024279102217406034,0.4,0.6620856821127259,True,True,True,False
dcdec7a77f9c262b9628,representation,representation_disagreement,19,2187326035,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.00024399999529123306,0.4,0.6989114228795754,True,True,True,False
3dad5dbe0b86ba232118,representation,representation_disagreement,20,1774655444,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.0002383330138400197,0.4,0.7200353639175696,True,True,True,False
0c9ea108b3c0cc354a9c,representation,representation_disagreement,21,1739109096,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,304,True,False,False,0.0002423750120215118,0.4,0.6309186896508341,True,True,True,False
71c2c4c4252177e82d16,representation,representation_disagreement,22,3495444559,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.0002382919774390757,0.4,0.6989114228795754,True,True,True,False
1c0cfb788e13284defdc,representation,representation_disagreement,23,2137873367,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00024154101265594363,0.4,0.6796858875495522,True,True,True,False
643cd61f8005cd1aaaf8,representation,representation_disagreement,24,939276615,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,208,True,False,False,0.00023562501883134246,0.4,0.7434004973451922,True,True,True,False
ae03a0bcae0e45f0ae8b,representation,representation_disagreement,25,2007440091,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,304,True,False,False,0.00024024996673688293,0.4,0.6309186896508341,True,True,True,False
fa11e1129023baecf344,representation,representation_disagreement,26,2136614514,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.00024083402240648866,0.4,0.6989114228795754,True,True,True,False
8a1f2b6be5d31e5a65ee,representation,representation_disagreement,27,3319935692,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.0002399170189164579,0.4,0.6989114228795754,True,True,True,False
33914f2504d48f1b60f5,representation,representation_disagreement,28,2990993705,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.000238874985370785,0.4,0.6796858875495522,True,True,True,False
f4ba0d9bba8eafe7d83e,representation,representation_disagreement,29,349254018,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00023766601225361228,0.4,0.6796858875495522,True,True,True,False
c50a4796cbf26bf0d181,representation,representation_disagreement,30,2046605232,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,288,True,False,False,0.00024020799901336432,0.4,0.6458901399180805,True,True,True,False
217a76128a9f501bf346,representation,representation_disagreement,31,370226741,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.0002412499743513763,0.4,0.6796858875495522,True,True,True,False
b71e4fcb80b32188b988,representation,representation_disagreement,32,2452815907,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,208,True,False,False,0.00023550004698336124,0.4,0.7434004973451923,True,True,True,False
57f06f03508e1a0aa52c,representation,representation_disagreement,33,120988494,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.00024987495271489024,0.4,0.6989114228795754,True,True,True,False
97041934a62fde4bf023,representation,representation_disagreement,34,3707805741,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,272,True,False,False,0.00024341698735952377,0.4,0.6620856821127257,True,True,True,False
6b9fb2d8e3ff57e99526,representation,representation_disagreement,35,3319902632,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,272,True,False,False,0.00024262501392513514,0.4,0.6620856821127258,True,True,True,False
a36918f5ed261887f7b3,representation,representation_disagreement,36,3702538802,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,272,True,False,False,0.00024037499679252505,0.4,0.6620856821127257,True,True,True,False
c8804bb418bfc3e6282d,representation,representation_disagreement,37,1341757920,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,208,True,False,False,0.00023683300241827965,0.4,0.7434004973451922,True,True,True,False
dc5d867bb0ad0cdbb750,representation,representation_disagreement,38,2869648669,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,288,True,False,False,0.00023966701701283455,0.4,0.6458901399180805,True,True,True,False
532a188f8ee1ac1b7ccb,representation,representation_disagreement,39,597571505,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.0002514579682610929,0.4,0.7200353639175696,True,True,True,False
42d8b3e952cde5641d88,representation,representation_disagreement,40,2282811891,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.0002463750424794853,0.4,0.7200353639175696,True,True,True,False
bb757b51e94224149747,representation,representation_disagreement,41,2055603610,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00024875003146007657,0.4,0.7200353639175696,True,True,True,False
6de9154e0cd7cc3d5fc5,representation,representation_disagreement,42,2412643872,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.00026058399816975,0.4,0.6989114228795754,True,True,True,False
e0619950f54bb547a788,representation,representation_disagreement,43,2274052444,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.00024733401369303465,0.4,0.6989114228795754,True,True,True,False
07406f86281a6cc8a5ce,representation,representation_disagreement,44,2932049477,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00023758294992148876,0.4,0.6796858875495522,True,True,True,False
2fe7a2a6f2f0cb2cf63d,representation,representation_disagreement,45,2143320404,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00023908400908112526,0.4,0.7200353639175696,True,True,True,False
1f9eeab7849515441981,representation,representation_disagreement,46,2387606163,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,272,True,False,False,0.00023695803247392178,0.4,0.6620856821127259,True,True,True,False
353c65e3341292f591ac,representation,representation_disagreement,47,883017979,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,272,True,False,False,0.00024141703033819795,0.4,0.6620856821127259,True,True,True,False
526ade2b9056f6eed068,representation,representation_disagreement,48,982875441,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,288,True,False,False,0.0002399170189164579,0.4,0.6458901399180805,True,True,True,False
a11660e64051ee8acf30,representation,representation_disagreement,49,859741430,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,208,True,False,False,0.00023495894856750965,0.4,0.7434004973451923,True,True,True,False
656a0e8d4d3e77b4ae0b,representation,representation_disagreement,50,356502676,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,288,True,False,False,0.00026095903012901545,0.4,0.6458901399180805,True,True,True,False
0743fc9e58dcb1bfdab8,representation,representation_disagreement,51,563784058,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00019408302614465356,0.4,0.7200353639175696,True,True,True,False
548a00ea339d3210ba3d,representation,representation_disagreement,52,3503670566,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,320,True,False,False,0.0001860829652287066,0.4,0.6170219115444306,True,True,True,False
217ed06073952022006a,representation,representation_disagreement,53,1274535864,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00018041598377749324,0.4,0.6796858875495522,True,True,True,False
3956a8d4cf3e68317b0d,representation,representation_disagreement,54,4009465617,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00017795903841033578,0.4,0.7200353639175696,True,True,True,False
2192c9457423ebe1c4e2,representation,representation_disagreement,55,1789917280,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00017941597616299987,0.4,0.6796858875495522,True,True,True,False
4449f61c462440fafbe8,representation,representation_disagreement,56,2498512300,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.00017954199574887753,0.4,0.6989114228795754,True,True,True,False
448ea4a6a972dbafe098,representation,representation_disagreement,57,33639476,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,272,True,False,False,0.00017925002612173557,0.4,0.6620856821127258,True,True,True,False
7db895857e3b13f7436b,representation,representation_disagreement,58,246510304,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00018025003373622894,0.4,0.7200353639175696,True,True,True,False
2b20466bdc9ef5cf6f0c,representation,representation_disagreement,59,1116761361,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.00018037500558421016,0.4,0.6989114228795754,True,True,True,False
a5d433afb7a3615645bf,representation,representation_disagreement,60,2554807247,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00017883401596918702,0.4,0.7200353639175696,True,True,True,False
72b61fb9ef7feb564351,representation,representation_disagreement,61,2529275990,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,208,True,False,False,0.00017679098527878523,0.4,0.7434004973451923,True,True,True,False
05d763327865a923c3ba,representation,representation_disagreement,62,763973739,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,320,True,False,False,0.00018087500939145684,0.4,0.6170219115444304,True,True,True,False
3b521762b5799d9f4a92,representation,representation_disagreement,63,690502686,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,288,True,False,False,0.0001800830359570682,0.4,0.6458901399180805,True,True,True,False
dc85cb53bec9fba53b33,representation,representation_disagreement,64,2297503383,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,224,True,False,False,0.00017704203492030501,0.4,0.7200353639175696,True,True,True,False
71b4d636f112ce5eaffd,representation,representation_disagreement,65,3899526655,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,208,True,False,False,0.00017666700296103954,0.4,0.7434004973451922,True,True,True,False
de2f4d0a8a3f5131e889,representation,representation_disagreement,66,3301751712,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,240,True,False,False,0.0001782500185072422,0.4,0.6989114228795754,True,True,True,False
82e7506e2747c193da77,representation,representation_disagreement,67,2151647426,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00017850002041086555,0.4,0.6796858875495522,True,True,True,False
fa59490450dc4926aebe,representation,representation_disagreement,68,1143755204,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,256,True,False,False,0.00017804198432713747,0.4,0.6796858875495522,True,True,True,False
2139c8f2f944dc2d09d3,representation,representation_disagreement,69,4222544803,16,5000,0.4,0.05,rbf,median,anytime,bonferroni,3,2,False,B_BETTER,208,True,False,False,0.00017595902318134904,0.4,0.7434004973451923,True,True,True,False
